cluster_id,n_members,keep_id,drop_ids,keep_n_patches,splits,cross_split,isup,gleason,image_ids
111,6,855256cd7062aaf319512b1648249481,1c36c6b2d051fd1952232efb2613808d;60083d3faae39b546e94bd206cf4c9cd;6b356b6a114a7663f2dbe960f217601c;745fb454d6a8791d6cd69d1aa4dc90ba;e5c048da7a875e04bc632e048223309f,167,train;val,True,4,4+4,1c36c6b2d051fd1952232efb2613808d;60083d3faae39b546e94bd206cf4c9cd;6b356b6a114a7663f2dbe960f217601c;745fb454d6a8791d6cd69d1aa4dc90ba;855256cd7062aaf319512b1648249481;e5c048da7a875e04bc632e048223309f
112,6,f3ce2fe86e455dbc9fc1ddbddf94c827,26f57dc441fe3aeb40c8ab299e49137e;708b83343fa17388231d1c86557e4396;de4246495d322f1fba1889dd3783f0d5;eca989843a1006206f8af3503b71b66c;f0185737bdd21451a34f41515395244f,160,train;val,True,3,4+3,26f57dc441fe3aeb40c8ab299e49137e;708b83343fa17388231d1c86557e4396;de4246495d322f1fba1889dd3783f0d5;eca989843a1006206f8af3503b71b66c;f0185737bdd21451a34f41515395244f;f3ce2fe86e455dbc9fc1ddbddf94c827
113,6,40d6e4442b79b10865ca062d189c8913,294c41defe507592692b93bb10c33123;3a6161c02efaf0c49fe4dc6ffd76c838;4e60bebc14d01b30a0873ba7ee026dac;623055537fd299a566acf58214ae2133;6e229bc5d46c2bb07cb0ab6b64c30a48,60,test;train;val,True,1,3+3,294c41defe507592692b93bb10c33123;3a6161c02efaf0c49fe4dc6ffd76c838;40d6e4442b79b10865ca062d189c8913;4e60bebc14d01b30a0873ba7ee026dac;623055537fd299a566acf58214ae2133;6e229bc5d46c2bb07cb0ab6b64c30a48
114,6,8aaec063e9ddc9511008aaa0ae48d0ce,306c500894cef0f73406f227152ef357;b04286f0122e84d441129b1cbc2fa809;cae520ae95d1e52de8b6df570d995a11;e0d6698a658131c2240e15cf4f40efa1;e175edbb01ee93372ae54bdc1734bcf5,143,train;val,True,0,negative,306c500894cef0f73406f227152ef357;8aaec063e9ddc9511008aaa0ae48d0ce;b04286f0122e84d441129b1cbc2fa809;cae520ae95d1e52de8b6df570d995a11;e0d6698a658131c2240e15cf4f40efa1;e175edbb01ee93372ae54bdc1734bcf5
115,6,9858e810bb88db4a43c7285c3bcf2f37,072fc649567e358ff3c69f6e5c1f630f;544a71ab7a8564bf9af28402c82d70b7;d086283d558caa08041b9f13b1580737;d383a65adb84e2f3032f0c68246224eb;dafa723ac789768ed1e863cce1681e4f,131,train;val,True,0,negative,072fc649567e358ff3c69f6e5c1f630f;544a71ab7a8564bf9af28402c82d70b7;9858e810bb88db4a43c7285c3bcf2f37;d086283d558caa08041b9f13b1580737;d383a65adb84e2f3032f0c68246224eb;dafa723ac789768ed1e863cce1681e4f
116,6,321b013478d7d444ba897b75e9f71805,32291426a698e316ff990f4b93e27e98;464d35ac0644183c0891abde15a042c7;6e6c2361d595ec7d96bccb42051c0f4a;6e8abccc98b71d43a680d69b3f9af124;a72727c39add8982af8cc5b32822bb40,147,train;val,True,3,4+3,321b013478d7d444ba897b75e9f71805;32291426a698e316ff990f4b93e27e98;464d35ac0644183c0891abde15a042c7;6e6c2361d595ec7d96bccb42051c0f4a;6e8abccc98b71d43a680d69b3f9af124;a72727c39add8982af8cc5b32822bb40
117,6,4f7b524ea37437c9dc146096f3494928,536be1ccbccc0bf357bbc7e5e0a270c0;75cf9bec1ba79a53d29d9d81762e1817;77a4c2c4f65015fe548e5c07db9e805d;e7ec6453face5f38923755adeeda2677;fa347f99ad391a7ce5800ac7d161080a,116,train;val,True,0,negative,4f7b524ea37437c9dc146096f3494928;536be1ccbccc0bf357bbc7e5e0a270c0;75cf9bec1ba79a53d29d9d81762e1817;77a4c2c4f65015fe548e5c07db9e805d;e7ec6453face5f38923755adeeda2677;fa347f99ad391a7ce5800ac7d161080a
118,6,a3af37fbbe60a833bd33c10c2f88e9e9,5e334341a65fa0b9148fd9eddabbe5b0;79af987e53cfb0bf7187058829f811e0;bc9c6686eeb1ee886d3b461b2f584760;beb35c12ff6f8649daef79766c83750e;e00211e28b1305eb266b08e6e9583df1,78,train;val,True,0,negative,5e334341a65fa0b9148fd9eddabbe5b0;79af987e53cfb0bf7187058829f811e0;a3af37fbbe60a833bd33c10c2f88e9e9;bc9c6686eeb1ee886d3b461b2f584760;beb35c12ff6f8649daef79766c83750e;e00211e28b1305eb266b08e6e9583df1
119,6,b06e7d1627d5ec60135b82b4c0663898,30524fa719ca467beaeed0879835ae7a;31e82faf725d625e322f58692dd90ac1;c1d018bf50493567d288a9fdad021e6c;c45f0dc57180a2b709e13178001268ed;ec357f56de67acf8abceb244a2cdf49b,167,train,False,5,4+5,30524fa719ca467beaeed0879835ae7a;31e82faf725d625e322f58692dd90ac1;b06e7d1627d5ec60135b82b4c0663898;c1d018bf50493567d288a9fdad021e6c;c45f0dc57180a2b709e13178001268ed;ec357f56de67acf8abceb244a2cdf49b
120,6,c993a5b569eace9eb753856fde10c151,2f051c3fc82f154a76189c707c3293ea;37b66efe115f778ffd604c60995ec946;4c6a0e8134aee15172b8e37dd7972680;cb7b640bd2d43968c3bddbfaa66eb4b7;d996d408cbc9200c7254ab6955e31959,131,train,False,2,3+4,2f051c3fc82f154a76189c707c3293ea;37b66efe115f778ffd604c60995ec946;4c6a0e8134aee15172b8e37dd7972680;c993a5b569eace9eb753856fde10c151;cb7b640bd2d43968c3bddbfaa66eb4b7;d996d408cbc9200c7254ab6955e31959
121,6,bb575d53749fe2b8cb9ef5381d968808,0f958c8bbbc828b2e043e49ea39e16e2;1a09038fa60de37d48cdec28144cf98e;4dcd3e9109bd390a86bb0f72cfc80a8f;5f3435341b61628b1e308362c52a9460;934f3bcb20dfdd3e184f53df0383b9e0,224,test;train,True,4,3+5,0f958c8bbbc828b2e043e49ea39e16e2;1a09038fa60de37d48cdec28144cf98e;4dcd3e9109bd390a86bb0f72cfc80a8f;5f3435341b61628b1e308362c52a9460;934f3bcb20dfdd3e184f53df0383b9e0;bb575d53749fe2b8cb9ef5381d968808
122,6,2b8bc8c425c959228db9a99fd1b4ec66,0a107c91216d62b2543122a46eb26541;2c6b8913a7bae36c8ceb01fbd102d74f;54ce318108d4c1b9a721ecf571400f1d;69d0aae1adb4068191d4b119e45bfddc;f84a1ebc74a6004395262124e0ab1d9e,49,train;val,True,2,3+4,0a107c91216d62b2543122a46eb26541;2b8bc8c425c959228db9a99fd1b4ec66;2c6b8913a7bae36c8ceb01fbd102d74f;54ce318108d4c1b9a721ecf571400f1d;69d0aae1adb4068191d4b119e45bfddc;f84a1ebc74a6004395262124e0ab1d9e
123,6,6b3066448fce3a65fbe2bda2b8e6b364,09a9f7497e6ba14eb0a12388ca17540d;a45c077803194bf256f58964f457d5cb;caa14fb2f0bbb55d6718f0d090752a32;d6e746190b273d090aba70ccbdcf503c;eea47f9bc6d774e29cd36167365775bf,197,test;train,True,3,4+3,09a9f7497e6ba14eb0a12388ca17540d;6b3066448fce3a65fbe2bda2b8e6b364;a45c077803194bf256f58964f457d5cb;caa14fb2f0bbb55d6718f0d090752a32;d6e746190b273d090aba70ccbdcf503c;eea47f9bc6d774e29cd36167365775bf
124,6,da998451f0bdaf4e16b7b41c0881fcba,1d2e39029f1d50a22bd157b3fc4f6b16;44a0e59d540e47bd78f739e49f4b0680;742e58363ad59930dd29cd4d23e3e2e0;b68551866ec91a3417b5c51a82f807bb;bf5ca3ecbaa49be10b5d9fde82049434,148,train,False,5,4+5,1d2e39029f1d50a22bd157b3fc4f6b16;44a0e59d540e47bd78f739e49f4b0680;742e58363ad59930dd29cd4d23e3e2e0;b68551866ec91a3417b5c51a82f807bb;bf5ca3ecbaa49be10b5d9fde82049434;da998451f0bdaf4e16b7b41c0881fcba
125,6,37a8139578e30b6572bfd3d2145e6543,144b7114a9ffe98d0318301946629813;5bccc3ae5587647b3f6b3a1f807bd9ed;b25e5ec86bdfecb9335f0e683acfda87;c7bc54c0badbe7691fe5324a83f19cee;dffa5e1d1d4501837cc9aa54a56ae1a7,102,test;train,True,0,negative,144b7114a9ffe98d0318301946629813;37a8139578e30b6572bfd3d2145e6543;5bccc3ae5587647b3f6b3a1f807bd9ed;b25e5ec86bdfecb9335f0e683acfda87;c7bc54c0badbe7691fe5324a83f19cee;dffa5e1d1d4501837cc9aa54a56ae1a7
126,6,85b2c32f16826bea58d82dfd39b6d3e2,0465f4b248a57b710e02d636d595bf94;7f67cf96a4d9f32131fee1d436ecacc0;b8b631f236cb607964c258ceac5eb0bb;c93b8d5f45fb7dea353560cba2eebdde;d8b611006a6b9a4dfd31032107923951,193,test;train,True,4,4+4,0465f4b248a57b710e02d636d595bf94;7f67cf96a4d9f32131fee1d436ecacc0;85b2c32f16826bea58d82dfd39b6d3e2;b8b631f236cb607964c258ceac5eb0bb;c93b8d5f45fb7dea353560cba2eebdde;d8b611006a6b9a4dfd31032107923951
127,6,316a926df7392be710915fdaaebbf18b,5ebc2544193fed9aa6e846641a8d8f1e;789a88aa6341166fa4e3e08647d3d0e8;cf82146a7d5cfc712501c6471ccb882e;de06480e9ad90fd6fbb3b2496eb6d35b;fa6a64b3a0c696072eb77fc03e2858df,122,test;train,True,0,negative,316a926df7392be710915fdaaebbf18b;5ebc2544193fed9aa6e846641a8d8f1e;789a88aa6341166fa4e3e08647d3d0e8;cf82146a7d5cfc712501c6471ccb882e;de06480e9ad90fd6fbb3b2496eb6d35b;fa6a64b3a0c696072eb77fc03e2858df
128,6,ab81e59d765182466b1c5dce9641cc38,8cf19589a1981643086e40e44940a4c5;8e03d0bfa55336cccbfa604e66a878fb;c115a53d035363f2cc49ed0b98934b9a;c5cd08b16fd00a4d27e66bc0b133c5fb;c9c295e486e0f7f7dfb4f0fde6ff8240,167,test;train,True,2,3+4,8cf19589a1981643086e40e44940a4c5;8e03d0bfa55336cccbfa604e66a878fb;ab81e59d765182466b1c5dce9641cc38;c115a53d035363f2cc49ed0b98934b9a;c5cd08b16fd00a4d27e66bc0b133c5fb;c9c295e486e0f7f7dfb4f0fde6ff8240
129,6,3c0e4614fe9fc45936749d12d29bb127,1f80aa9a268b5ba64292bd4f7d88fe33;204a1ddef1580e571872b2d4e424b4fe;24b5ae892c0ba535fc16f5cddcbf8dcd;7c79546e808a9c6ae95c15bfe3b4b590;a038e9e20eea794b83a8b68c128b77fd,189,train,False,2,3+4,1f80aa9a268b5ba64292bd4f7d88fe33;204a1ddef1580e571872b2d4e424b4fe;24b5ae892c0ba535fc16f5cddcbf8dcd;3c0e4614fe9fc45936749d12d29bb127;7c79546e808a9c6ae95c15bfe3b4b590;a038e9e20eea794b83a8b68c128b77fd
130,6,bba3d3535ac1643bc9bb0bb1ca657b7d,4529b55616610e6206384be8245d1238;7b4620ce61fb768c0ad330e3bd9caacd;80628cfdceb87d93ff1bc91e23fb5c92;b376a3dc044849448f2fa1665243a840;d1870bceedacbf78037200cae693a8ad,208,test;train,True,4,4+4,4529b55616610e6206384be8245d1238;7b4620ce61fb768c0ad330e3bd9caacd;80628cfdceb87d93ff1bc91e23fb5c92;b376a3dc044849448f2fa1665243a840;bba3d3535ac1643bc9bb0bb1ca657b7d;d1870bceedacbf78037200cae693a8ad
131,6,65fc1018a8862bdbe4d8a063c3130a0e,6edc4da86334190089f6a093bf258ab6;7d5dbfb91ce9be33221e4ba9358326fd;82fbcd590d5506b7ce1122ee7159449d;b6084b84b97f67f4bd6adbf1fb74f2d2;f43994e34472b340e138b082c25d01e7,79,test;train,True,3,4+3,65fc1018a8862bdbe4d8a063c3130a0e;6edc4da86334190089f6a093bf258ab6;7d5dbfb91ce9be33221e4ba9358326fd;82fbcd590d5506b7ce1122ee7159449d;b6084b84b97f67f4bd6adbf1fb74f2d2;f43994e34472b340e138b082c25d01e7
132,6,86d82664f0e63cf73f03404507a6e3aa,0403dcc49b1420545299f692f7d8e270;7e8136cda906272497595cfb2088f4c4;a09c9526e3316571648552d78ac37c2d;a737733c443a5aab85263c0a8ad94e2b;cb88d17eb5534d45ea5377f92ff00bc5,268,train,False,5,5+5,0403dcc49b1420545299f692f7d8e270;7e8136cda906272497595cfb2088f4c4;86d82664f0e63cf73f03404507a6e3aa;a09c9526e3316571648552d78ac37c2d;a737733c443a5aab85263c0a8ad94e2b;cb88d17eb5534d45ea5377f92ff00bc5
133,6,7a2980fb744ca6ea7a9b5d9fa4d838bb,16272df65f00bdc126b5ca32de2b3a6b;5456189d4e5c15a790a868b70fd25625;60a18d14b13eb21b56f3d3e77a315af7;6a43f7e8b37e4f8a63ba3f178ef78016;e956c0c77d87f17644ec64ccd2abd66a,36,test;train;val,True,4,4+4,16272df65f00bdc126b5ca32de2b3a6b;5456189d4e5c15a790a868b70fd25625;60a18d14b13eb21b56f3d3e77a315af7;6a43f7e8b37e4f8a63ba3f178ef78016;7a2980fb744ca6ea7a9b5d9fa4d838bb;e956c0c77d87f17644ec64ccd2abd66a
134,6,6e4dcecad6279bd08a31ec5d920a4984,0e8b496c4be0464a4808bbbe846334a9;3d8afdc0aaa84acf0f6dec7cc35415b7;3ef789f8caa7186261ad9f77bb552c7a;bdcf536c984be757589271cd6a80066e;c23936489d103366825cbd33c09d921c,173,test;train,True,1,3+3,0e8b496c4be0464a4808bbbe846334a9;3d8afdc0aaa84acf0f6dec7cc35415b7;3ef789f8caa7186261ad9f77bb552c7a;6e4dcecad6279bd08a31ec5d920a4984;bdcf536c984be757589271cd6a80066e;c23936489d103366825cbd33c09d921c
135,6,4ebbb0e1da2ee61497432d8410567368,548a1b47c6c3d002e1fab2d2959404db;687d89772580c411d434b346e1e6c505;9f3cb251707d9950d2f6a309fc1d8ae2;a3e1e3c26c6abb4c6a8f4df1a7a17a06;c5a693a66e80be6c0326c76a4b748a64,52,train,False,4,4+4,4ebbb0e1da2ee61497432d8410567368;548a1b47c6c3d002e1fab2d2959404db;687d89772580c411d434b346e1e6c505;9f3cb251707d9950d2f6a309fc1d8ae2;a3e1e3c26c6abb4c6a8f4df1a7a17a06;c5a693a66e80be6c0326c76a4b748a64
136,6,84f098dc3c4bbd751d9f5e66098bbeca,56a882d88e118dcb77a63bfdbdf0b716;57d82e5381a64e28e1daae58c9806ab5;887d935886b409acc14fa55a3c7e05ba;d8530375294e4c94c9c2aa2c7f79c13c;eea0cd8ab449057ce50b7d411b63d6e3,171,test;train,True,3,4+3,56a882d88e118dcb77a63bfdbdf0b716;57d82e5381a64e28e1daae58c9806ab5;84f098dc3c4bbd751d9f5e66098bbeca;887d935886b409acc14fa55a3c7e05ba;d8530375294e4c94c9c2aa2c7f79c13c;eea0cd8ab449057ce50b7d411b63d6e3
137,6,30a51ed1a47b8312c8607b32e37cce85,17537cf7df9f40a7ffb523b4d2a2bb8e;2ebc99a3c4af2b3f021ab423c0ab1e8a;60d32cd009e0175fe8607166861cd430;a6b9b962c775ca68437a86bec79e6879;c4cba053efafeac85ec882e30ac6e498,169,train;val,True,1,3+3,17537cf7df9f40a7ffb523b4d2a2bb8e;2ebc99a3c4af2b3f021ab423c0ab1e8a;30a51ed1a47b8312c8607b32e37cce85;60d32cd009e0175fe8607166861cd430;a6b9b962c775ca68437a86bec79e6879;c4cba053efafeac85ec882e30ac6e498
138,6,9825a1b0d9fd541a2849af0880927c88,589fb4c43782864aa69fb1b7d08abe1c;71dbcf5569584dac2aae88cf712d22b1;a1e5671c0ba2db75e3a16f55e58b1e7d;d38193285da00a4e907e5947253ff486;d4c24da9724759ae8e6ad6358b5cb620,180,train;val,True,3,4+3,589fb4c43782864aa69fb1b7d08abe1c;71dbcf5569584dac2aae88cf712d22b1;9825a1b0d9fd541a2849af0880927c88;a1e5671c0ba2db75e3a16f55e58b1e7d;d38193285da00a4e907e5947253ff486;d4c24da9724759ae8e6ad6358b5cb620
139,5,e7db63dae4f1dbcfe945651219d34674,43111f9c3a9aca9f3b1daf09f392f3c8;7011aee2bad0c61f658a9e50aa0469e3;89d67babd435cc76b1366455fd89044f;f68f24390da7d3aa32817127bc5f7fa7,127,train;val,True,3,4+3,43111f9c3a9aca9f3b1daf09f392f3c8;7011aee2bad0c61f658a9e50aa0469e3;89d67babd435cc76b1366455fd89044f;e7db63dae4f1dbcfe945651219d34674;f68f24390da7d3aa32817127bc5f7fa7
140,5,d437a7e3fa8a822dc781e7e9c5cbf06f,39b14d182b154dde40a68ef7e9486065;5f554a63b2a187b75a1764282fbf10b6;6f50ffdccefb38de120dfb796577fd5b;b19b678ac181c02332d1ba7acb6ba436,141,train,False,3,4+3,39b14d182b154dde40a68ef7e9486065;5f554a63b2a187b75a1764282fbf10b6;6f50ffdccefb38de120dfb796577fd5b;b19b678ac181c02332d1ba7acb6ba436;d437a7e3fa8a822dc781e7e9c5cbf06f
141,5,589c60dd4940000360acc551fd112705,ada7c1420efe8ad02c918ac619c30d37;c20411ec6a9141978e0712711bdfe0f0;e9b16b6a3206f9a26acfb6fbeeab0458;eb6d35c149072c75cee433ec81ba7c49,150,train,False,0,negative,589c60dd4940000360acc551fd112705;ada7c1420efe8ad02c918ac619c30d37;c20411ec6a9141978e0712711bdfe0f0;e9b16b6a3206f9a26acfb6fbeeab0458;eb6d35c149072c75cee433ec81ba7c49
142,5,3b58fcd7537d02088146c3b4d1ba1e38,21e2ecf1c1b82030c3096263fef8b927;83cc96d7745a5a6d2e27c4dcdc9431f8;a00844370a83e216bd79a161d794c423;a2c5c5ae99d08d1397b05dc19a5b6338,171,train,False,1,3+3,21e2ecf1c1b82030c3096263fef8b927;3b58fcd7537d02088146c3b4d1ba1e38;83cc96d7745a5a6d2e27c4dcdc9431f8;a00844370a83e216bd79a161d794c423;a2c5c5ae99d08d1397b05dc19a5b6338
143,5,9d2efe13ec9a77cb295d3098f869ad20,39eb89fcccf2ffc38f65fc9874435d40;51dabbb3c216c71fa662fbad9f947939;581a0ecff3a2c886dbf5725909d210fe;d088f8e0bbd26aeec7525368606a9fd4,111,test;train;val,True,4,4+4,39eb89fcccf2ffc38f65fc9874435d40;51dabbb3c216c71fa662fbad9f947939;581a0ecff3a2c886dbf5725909d210fe;9d2efe13ec9a77cb295d3098f869ad20;d088f8e0bbd26aeec7525368606a9fd4
144,5,b119f1fd77a7da8feb9fb211e894fdb9,3c2fbe79b388eddfbdb3dfdbc36eec6d;4d37cd687a4b6e52762a21f7e6b3f3c0;cd9b8f5118bb6e5bf92edb4a5aed4455;d960f3c9327c1baa21ed849d867e29a1,179,test;train,True,4,4+4,3c2fbe79b388eddfbdb3dfdbc36eec6d;4d37cd687a4b6e52762a21f7e6b3f3c0;b119f1fd77a7da8feb9fb211e894fdb9;cd9b8f5118bb6e5bf92edb4a5aed4455;d960f3c9327c1baa21ed849d867e29a1
145,5,bda25c48ac8086cccbf2397e13166046,362766cafc41f19dd03cd605c9cb8fdd;4be06d7d1bc7ea4676a57de44d76f76c;b20b5b841b6f7c1726599e067de01bae;e6a6f4658717ef0c20e18cc89b96f4e6,163,train;val,True,2,3+4,362766cafc41f19dd03cd605c9cb8fdd;4be06d7d1bc7ea4676a57de44d76f76c;b20b5b841b6f7c1726599e067de01bae;bda25c48ac8086cccbf2397e13166046;e6a6f4658717ef0c20e18cc89b96f4e6
146,5,3ee16cef000a96c344248a90e5cfccd2,4b2af68b112c6842e2fce65b9f69473a;7105b8ee8d4c00c513b334fdfdcd6c49;8d2d81395c6a14a4683d92b7db8bf18b;a81d768e9eacac29f12201fbb1ed93ea,164,train,False,2,3+4,3ee16cef000a96c344248a90e5cfccd2;4b2af68b112c6842e2fce65b9f69473a;7105b8ee8d4c00c513b334fdfdcd6c49;8d2d81395c6a14a4683d92b7db8bf18b;a81d768e9eacac29f12201fbb1ed93ea
147,5,6610773ae6ab13f5fca25de96945cc4c,2b03baa16076f3848892001f9f5d392a;48a55edac048e97e80e63a7c55bf2afa;88ef695f58a55195f0730b4090583f4c;ae0dc2c2d5aed206f4ce5c529684580c,128,test;train,True,0,negative,2b03baa16076f3848892001f9f5d392a;48a55edac048e97e80e63a7c55bf2afa;6610773ae6ab13f5fca25de96945cc4c;88ef695f58a55195f0730b4090583f4c;ae0dc2c2d5aed206f4ce5c529684580c
148,5,1b395ce8fd3eee21b0feb260e477a197,2442cc58025c02b3d153183bb0f65bd4;971c7809d61b9389ac9359b72b95c1d6;de6b31466c0af9a7024de03a5540f1f7;f59aa908b06ae529d212effa3888e2ea,155,test;train;val,True,1,3+3,1b395ce8fd3eee21b0feb260e477a197;2442cc58025c02b3d153183bb0f65bd4;971c7809d61b9389ac9359b72b95c1d6;de6b31466c0af9a7024de03a5540f1f7;f59aa908b06ae529d212effa3888e2ea
149,5,c5e9176fa34d3fc8caccc6bb1f35003c,13e54c704fc23b77d23ea515c16bc955;756d99387536d5721fcf4cf590627179;9b4216a9961382139d571fb45e4652bb;beac155ed4bdcad4a5a4ce22717a6c58,119,test;train,True,0,negative,13e54c704fc23b77d23ea515c16bc955;756d99387536d5721fcf4cf590627179;9b4216a9961382139d571fb45e4652bb;beac155ed4bdcad4a5a4ce22717a6c58;c5e9176fa34d3fc8caccc6bb1f35003c
150,5,65bed78cb62fb1647b84775d6e98c553,2d4909a3958f29872fe825878a8df373;4d929aa6fe44ea0737891aff4f927818;75e041fb7c1d1188888c2010c856095b;8654f1e5bde97ee6dbb0c890aa9f10b3,173,test;train,True,3,4+3,2d4909a3958f29872fe825878a8df373;4d929aa6fe44ea0737891aff4f927818;65bed78cb62fb1647b84775d6e98c553;75e041fb7c1d1188888c2010c856095b;8654f1e5bde97ee6dbb0c890aa9f10b3
151,5,65bf2cc6f9ed1eed86b8e7a908efe834,27e9213748b0ca86fc5c49d1279102ee;93b69d2902a418c407b43b1da3248c8d;be4ed7eb6be88b0c859a7dbdea0c90fc;da610fb22e9ba742ebb7a9117b2f24cc,173,test;train;val,True,2,3+4,27e9213748b0ca86fc5c49d1279102ee;65bf2cc6f9ed1eed86b8e7a908efe834;93b69d2902a418c407b43b1da3248c8d;be4ed7eb6be88b0c859a7dbdea0c90fc;da610fb22e9ba742ebb7a9117b2f24cc
152,5,210411ec362d79a5e34b8b0fdbd60745,2ce35862db5e157ec48188318c015576;a2fe40846d781b8b5e86e87da1955a8d;d1ebc07cf1375909d41a2021249820e5;f776385879402e2940d3627015c3a58b,142,train;val,True,3,4+3,210411ec362d79a5e34b8b0fdbd60745;2ce35862db5e157ec48188318c015576;a2fe40846d781b8b5e86e87da1955a8d;d1ebc07cf1375909d41a2021249820e5;f776385879402e2940d3627015c3a58b
153,5,b2ed25818b60032cf273066b9ae43c0d,57af8fa4543f49ebd8daf1fde15b9c8c;5b439c3bf2ed699b136dc5ca939873bc;7c7189f32365e258a898eb268281337a;e31d9b2e94f0a5774796a8e8affe0180,185,train;val,True,5,5+4,57af8fa4543f49ebd8daf1fde15b9c8c;5b439c3bf2ed699b136dc5ca939873bc;7c7189f32365e258a898eb268281337a;b2ed25818b60032cf273066b9ae43c0d;e31d9b2e94f0a5774796a8e8affe0180
154,5,bc4305fd88503b73edcecdffeef190fa,41cb4989ff5f99e7fee7af7e666e8319;88e65e1d716893e6efdbd2464b3686fa;b99ca5db00eca6566d106abce9cba70c;bf779325c9c16f04957839ba92518ab8,21,train,False,5,5+5,41cb4989ff5f99e7fee7af7e666e8319;88e65e1d716893e6efdbd2464b3686fa;b99ca5db00eca6566d106abce9cba70c;bc4305fd88503b73edcecdffeef190fa;bf779325c9c16f04957839ba92518ab8
155,5,dcdea3763106a19e15cc052a3a251f9e,378e5f9c174b753e2269e584ba82a086;903c88d5dc12315b4f6e9d6ad6b82537;9cacb539b16561b6987029301b5f4bff;baa52ab819b61626c7ca027dfca5bf31,110,test;train,True,1,3+3,378e5f9c174b753e2269e584ba82a086;903c88d5dc12315b4f6e9d6ad6b82537;9cacb539b16561b6987029301b5f4bff;baa52ab819b61626c7ca027dfca5bf31;dcdea3763106a19e15cc052a3a251f9e
156,5,bde825d297da93b518ecc510d1f17dfe,40f53e192b5ef10af5d9f176cb1705bc;758abc79f666a398d3d3bde30eb9db2e;7657e325f5f8e11b05ea3428ba89b53d;b35fe0cb1edc0b16f24480fe83e8b987,105,test;train,True,3,4+3,40f53e192b5ef10af5d9f176cb1705bc;758abc79f666a398d3d3bde30eb9db2e;7657e325f5f8e11b05ea3428ba89b53d;b35fe0cb1edc0b16f24480fe83e8b987;bde825d297da93b518ecc510d1f17dfe
157,5,78d70c1732ef444ad636a5d3e2ae733c,97eafd1718347f62144da935984b7c60;a8e96a9ccdebc9ad76b206493270f670;ad52bc1015f33bb777ea49504f87988a;bf1d001ccf13938721098d0f5f3ab546,125,train,False,5,5+4,78d70c1732ef444ad636a5d3e2ae733c;97eafd1718347f62144da935984b7c60;a8e96a9ccdebc9ad76b206493270f670;ad52bc1015f33bb777ea49504f87988a;bf1d001ccf13938721098d0f5f3ab546
158,5,b133f9748d2e61bbd5bd7b55b60157fe,051a2228aadbb0d44e61f8507114a4c0;08b92dd5bd510ff336949f1042c11991;6210281e975f738e94a5643d366e3b09;72b46ce40040292c972e5c8fc84f857d,234,train,False,4,5+3,051a2228aadbb0d44e61f8507114a4c0;08b92dd5bd510ff336949f1042c11991;6210281e975f738e94a5643d366e3b09;72b46ce40040292c972e5c8fc84f857d;b133f9748d2e61bbd5bd7b55b60157fe
159,5,89f8bfd1bbefd9ed29720eee5713b2c9,5f40e0b339592b1b70f17134a06abf98;87668b74a71c46e1794107bb5f32d44d;9ad778a5756c42441beb803ad8318fec;afbd2c0c897b2a9cb459c5a598cfdd9c,180,test;train,True,5,4+5,5f40e0b339592b1b70f17134a06abf98;87668b74a71c46e1794107bb5f32d44d;89f8bfd1bbefd9ed29720eee5713b2c9;9ad778a5756c42441beb803ad8318fec;afbd2c0c897b2a9cb459c5a598cfdd9c
160,5,3901caec5d914bf20a44f176469b0294,24c62d554f43181518499236941d6163;5005f9cc40ba417daf4ceefa86fab751;865f64d013137396b5cfc7bb3888a56e;ba8e50f3e374a63eae8af2f9d9a7acb0,133,test;train;val,True,1,3+3,24c62d554f43181518499236941d6163;3901caec5d914bf20a44f176469b0294;5005f9cc40ba417daf4ceefa86fab751;865f64d013137396b5cfc7bb3888a56e;ba8e50f3e374a63eae8af2f9d9a7acb0
161,5,a48b27a0f0f78595b8d71a4b373acf81,5c6a9d25b7c602062f4095c2518aa46a;7fa4634ab59a7832bc877fef162eacaa;a1f79e44db2ca88a3c1b330af1343d61;fa1a79a5248bf5f5742fb14dabc070c6,109,train;val,True,3,4+3,5c6a9d25b7c602062f4095c2518aa46a;7fa4634ab59a7832bc877fef162eacaa;a1f79e44db2ca88a3c1b330af1343d61;a48b27a0f0f78595b8d71a4b373acf81;fa1a79a5248bf5f5742fb14dabc070c6
162,5,299cda5b6769ede928f02624c46f1bf0,47f750f4872babd55dfbe6864811b5b5;bd2e601260328eb00f086c777d514bf2;d4f83e0d9b46e89cd5e9da401f625bce;d9b76603ea5a351942248655981b90b0,183,train;val,True,2,3+4,299cda5b6769ede928f02624c46f1bf0;47f750f4872babd55dfbe6864811b5b5;bd2e601260328eb00f086c777d514bf2;d4f83e0d9b46e89cd5e9da401f625bce;d9b76603ea5a351942248655981b90b0
163,5,94357950df8207565fbe7d59a3084a1c,2577c90f6ee46adf9d3f7c16ba8db9c3;34f9cb8a992bc7fab6593d27d59f6abe;585673c1e2a7911db8386224726284ed;9f417ac219c2a547808dd1c143f66e27,129,test;train;val,True,0,negative,2577c90f6ee46adf9d3f7c16ba8db9c3;34f9cb8a992bc7fab6593d27d59f6abe;585673c1e2a7911db8386224726284ed;94357950df8207565fbe7d59a3084a1c;9f417ac219c2a547808dd1c143f66e27
